ID,REVENUE,MOU,RECCHRGE,DIRECTAS,OVERAGE,ROAM,CHANGEM,CHANGER,DROPVCE,BLCKVCE,UNANSVCE,CUSTCARE,THREEWAY,MOUREC,OUTCALLS,INCALLS,PEAKVCE,OPEAKVCE,DROPBLK,CALLFWDV,CALLWAIT,CHURN,MONTHS,UNIQSUBS,ACTVSUBS,CSA,PHONES,MODELS,EQPDAYS,CUSTOMER,AGE1,AGE2,CHILDREN,CREDITA,CREDITAA,CREDITB,CREDITC,CREDITDE,CREDITGY,CREDITZ,PRIZMRUR,PRIZMUB,PRIZMTWN,REFURB,WEBCAP,TRUCK,RV,OCCPROF,OCCCLER,OCCCRFT,OCCSTUD,OCCHMKR,OCCRET,OCCSELF,OWNRENT,MARRYUN,MARRYYES,MARRYNO,MAILORD,MAILRES,MAILFLAG,TRAVEL,PCOWN,CREDITCD,RETCALLS,RETACCPT,NEWCELLY,NEWCELLN,REFER,INCMISS,INCOME,MCYCLE,CREDITAD,SETPRCM,SETPRC,RETCALL
6879,53,418,30,0,66,0,238,57,10,1,23,2.3,0,136,51,23,33,175,11,0,1.3,0,23,1,1,APCBAL410,2,2,310,1031910,44,42,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,6,0,0,0,60,0
6880,45,63,27,0,0,0,188,119,0.33,0,6.7,0.67,0,3.3,1.7,0,5.7,4.3,0.33,0,0,0,28,2,2,PHIARD610,1,1,845,1010908,52,52,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,9,0,0,1,0,1
6881,43,364,10,0.74,56,16,-165,-26,1.7,1,5.3,0,0,24,8.7,1.3,19,12,2.7,0,0,1,14,3,2,LAXANA714,1,1,409,1063309,56,32,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,1,0,0
6882,131,1016,100,21,4,0.2,118,13,6.7,0.67,35,21,0,177,59,4.7,270,89,7.3,0,2,0,7,3,2,LAXSAN714,6,4,10,1094699,40,36,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,300,0
6883,79,980,40,0.99,99,0.32,375,-40,0.33,13,10,0,0,141,16,0.33,55,31,14,0,1.3,1,22,1,1,ATLCHA423,2,1,607,1024841,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,80,1
6884,34,414,30,0.25,17,0,65,-0.38,6.7,8.3,49,0.33,0.67,122,27,4.3,81,71,15,0,0,1,17,1,1,HOUHOU281,1,1,513,1043649,48,46,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
6885,35,65,32,0,5,0,-18,1.2,0.33,0.67,6.3,0,0,6,7.7,1.7,35,8.3,1,0,0,0,29,2,2,HOUHOU281,1,1,869,1012334,54,50,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,9,0,0,1,0,0
6886,20,15,20,0,0,0,1,0,2.7,0,0,0,0,3.1,0.33,0,6.7,1.7,2.7,0,0,1,49,1,1,DETDET313,1,1,1472,1001392,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,1,0,0
6887,30,47,30,0,0,0,21,0,0,0.33,7.7,3.7,0,1.4,0,0,7.7,4.7,0.33,0,0,1,52,1,1,PHXPHX602,2,1,1441,1000294,50,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,1,0,1,0,0,6,0,0,0,30,1
6888,43,282,45,0.74,18,0.48,-84,-7.5,8.7,0.33,42,0,1.3,122,13,1,105,44,9,0,0,0,22,1,1,NYCBRO917,6,5,304,1041051,48,56,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,10,0
6889,48,372,40,0.25,44,0,86,19,7,0.33,28,0,0,42,35,5.3,61,77,7.3,0,0,0,19,1,1,NYCMAN917,1,1,554,1050730,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
6890,47,518,45,0.5,26,0.93,-130,-8.6,8.7,1.7,22,0,0,145,23,0,86,109,10,0,4,1,12,1,1,SLCSLC801,1,1,350,1055007,48,48,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,5,1,0,1,0,0
6891,111,1594,68,0.99,132,3.3,-156,-8,28,6,221,19,1.7,335,145,46,268,566,34,0,27,0,7,1,1,ATLMAC912,3,2,112,1077415,28,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,130,0
6892,41,90,25,0.5,0,0,-30,-29,0.67,0.67,8.3,0,0.33,34,3.7,0.67,21,5.3,1.3,0,0,1,12,2,2,AIRSAV912,3,3,68,1053597,32,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,6,0,0,0,30,1
6893,54,826,45,0,47,0,-107,-10,5.7,3,71,4.3,0,174,124,41,128,189,8.7,0,3,1,10,2,1,MILMIL414,1,1,275,1094045,52,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0
6894,64,640,50,0,19,0.29,-120,-14,12,0.33,40,0.67,0.33,110,2.3,0,234,212,13,0,0,1,34,1,1,NYCMAN917,4,3,64,1004400,62,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,30,0
6895,85,1588,70,1.5,79,0,-187,-3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,1,NYCBRO917,1,1,356,1071609,48,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,0
6896,100,324,40,0.25,144,0,-22,-11,4,3,22,1.3,0,116,8,2.3,73,58,7,0,0.67,0,21,1,1,NYCMAN917,2,2,89,1042142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,30,0
6897,40,387,40,0,17,0,-37,-5.9,0.67,1,11,3.7,0.33,12,6.3,0,33,27,1.7,0,0.33,0,14,1,1,OHIMID513,1,1,405,1063943,42,36,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,7,0,0,1,0,0
6898,39,228,30,2.7,18,0,-98,-7.1,5.7,1.3,26,0,0,15,9.3,4,78,34,7,0,1.3,0,36,4,2,APCBAL410,2,2,120,1005742,40,30,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,30,0
6899,30,77,40,0.25,0,0,3,0.74,0,0.67,2.7,0,0,0,0,0,19,4.7,0.67,0,0,1,18,6,2,NCRGRE336,2,2,114,1055122,32,36,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,9,0,0,0,30,0
6900,10,193,10,0,0,0,90,-0.09,0.33,7.7,3.3,0,0,9.6,10,0.67,54,29,8,0,0.33,0,24,2,2,NCRGRB757,1,1,719,1016613,38,54,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0
6901,63,314,70,0.5,7,0,-43,-2.3,4.3,1,10,0,0,41,7.7,3,40,17,5.3,0,0.33,0,17,2,2,NSHNSH615,1,1,515,1048167,32,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,9,0,0,1,0,0
6902,58,437,45,0,58,0,43,29,2.7,0,7.3,0.33,0,51,7.7,2,13,40,2.7,0,0,1,20,1,1,APCANN443,2,2,443,1047196,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,60,0
6903,55,218,60,0,0,1.5,-7.3,-1.5,1,0.33,10,0,0,22,11,2.3,52,7.3,1.3,0,0,1,13,2,2,NSHNSH615,1,1,393,1057705,40,34,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,7,0,0,1,0,0
6904,25,37,17,0,11,3.5,9.8,0.3,1,0,2.7,0,0,3.3,2,1.3,10,4,1,0,0,1,19,2,2,NNYALB518,3,3,105,1028466,52,44,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,6,0,0,0,150,0
6905,37,150,30,0.74,18,0,43,8.5,1.7,1,24,0,0.33,31,12,4.3,61,17,2.7,0,0,0,24,3,3,ATLANE678,1,1,718,1025301,44,46,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0
6906,69,1203,70,1.5,19,0,277,17,10,0.33,54,10,0,209,61,10,139,119,11,0,1.3,0,24,1,1,DETROS810,2,2,431,1035412,62,60,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,8,0,0,0,80,0
6907,36,846,45,0.99,15,0,109,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,SANAUS512,1,1,355,1064774,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6908,72,404,45,2.2,71,5,62,27,8.3,0,34,3.3,0.33,52,45,26,106,52,8.3,0,1.3,0,10,1,1,PHIMIV856,1,1,283,1093581,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6909,14,137,10,0.25,0,3.9,-35,-4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,NNYALB518,1,1,296,1074041,30,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,7,0,0,1,0,0
6910,128,1274,35,0,309,0,168,25,5.7,13,112,3,0,363,73,137,267,335,19,0,9.7,1,21,5,2,SANMCA210,3,3,347,1023899,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,80,0
6911,25,56,25,0.25,0,0,5.5,-0.47,0.67,0.67,14,0,0.67,10,5.7,0,31,12,1.3,0,0,0,24,1,1,PHXPHX602,1,1,719,1016618,28,22,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,9,0,0,1,0,0
6912,61,165,70,1.5,0,0,-64,-0.5,2,0.67,15,0,0.33,11,7,1.7,41,22,2.7,0,0,0,14,2,2,BOSBOS781,2,1,289,1055003,60,60,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,9,0,0,0,200,0
6913,66,700,50,0.25,39,0,-442,-16,3.3,0,14,0,0,466,22,24,85,78,3.3,0,0,1,19,2,2,DENBOU303,1,1,566,1049296,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
6914,15,46,15,0,0,0,3,-0.022,1,0,6.3,0,0,10,0,0,12,23,1,0,0,0,38,1,1,LAXCOV626,1,1,1163,1098189,44,44,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,6,0,0,1,0,0
6915,102,643,41,0,68,0,-64,-63,3.7,33,87,3.7,0.33,111,29,9.7,86,70,38,0,0.33,0,18,1,1,NCRDUR919,2,2,357,1041062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,150,1
6916,46,452,42,0.25,0,3.5,-96,-3,2.7,0.33,7.3,1.3,0,204,24,11,136,39,3,0,0.67,0,37,2,2,SEAPOR503,2,2,739,1006269,34,30,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,7,0,0,0,30,0
6917,59,451,45,0,60,0,-66,-24,3.7,0.33,20,0.67,0,107,24,14,72,55,4,0,0.67,0,9,1,1,CHIDEC217,1,1,249,1091440,30,24,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0
6918,37,167,37,0,0,0,201,-7.7,1.7,1,7,0,0,2.8,1,0,9.7,4.7,2.7,0,0,0,21,2,2,OHIWAR330,1,1,628,1042783,56,50,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0
6919,50,113,50,0,0,0,-48,0,0.67,6,3,0,0,26,11,1,25,17,6.7,0,0.33,0,18,1,1,CHICHI773,1,1,543,1045290,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
6920,43,89,50,0.25,0,0,-18,-0.25,0,0.33,6.7,0,0,10,6,0.67,33,16,0.33,0,0.33,0,34,1,1,DALDAL214,3,3,196,1007851,72,74,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,5,0,0,0,10,0
6921,76,494,30,0.74,113,1.7,-16,-20,0.67,25,18,0,0,112,15,0.67,53,144,25,0,2.3,1,13,1,1,CHILAG708,1,1,381,1078978,52,54,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0
6922,43,175,30,0.25,30,3.9,-80,-13,6.7,0.33,4.3,0,0,59,6.7,4.7,51,33,7,0,1,0,37,1,1,NEVCHU619,4,4,11,1098455,38,42,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,5,0,0,0,40,1
6923,43,623,32,1.5,29,0,-153,-6.2,0.33,8,78,0,0,98,36,33,104,133,8.3,0,3.7,0,21,2,2,SANMCA210,3,1,456,1024084,48,44,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,4,0,0,0,80,0
6924,35,1322,45,0,0,0,-164,0,7.3,1.7,62,6,2,190,35,16,63,151,9,0,4.3,0,11,3,2,SFRPAL650,3,2,92,1083335,32,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,9,0,0,0,80,1
6925,45,319,62,0,0,0,-142,-45,2,0.67,24,0,0,31,14,0,70,28,2.7,0,0.33,0,11,2,2,NNYSYR315,1,1,318,1079610,36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,4,0,0,1,0,0
6926,29,306,40,0.25,0.5,0,-12,-0.68,4.7,3,60,3.3,0,2.4,2.3,0,47,19,7.7,0,0,1,11,1,1,KCYKCM816,1,1,338,1056738,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0
6927,96,589,85,2.2,45,0.65,105,52,3,4.7,34,0,0,181,27,2.3,194,21,10,0,1,0,8,2,1,STLSTL314,1,1,256,1085017,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6928,141,905,50,0,258,0,399,231,26,1.3,23,2.7,0,366,13,17,142,130,27,0,0.33,1,9,2,1,NYCBRO917,1,1,273,1079455,44,82,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0
6929,82,1753,76,1.5,48,0,-1753,-82,22,4,132,9,3,465,164,60,377,619,26,0,4.3,0,6,1,1,SFRSRO707,1,1,188,1092718,34,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,7,0,0,1,0,0
6930,50,121,60,0,0,0,-121,0,4,0,27,0,0,45,4,0.67,97,28,4,0,0.67,1,17,3,2,SFROAK925,1,1,507,1056696,50,54,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,6,0,0,1,0,0
6931,55,467,45,0,0,2.5,-175,-20,1.3,0,21,1.7,0,174,3.7,0,16,41,1.3,0,0,1,10,1,1,DENGLD303,4,2,113,1062381,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,150,0
6932,33,212,40,0,9.5,0,-112,-2.6,2,1.3,29,0,0,37,40,0.33,108,60,3.3,0,2.3,1,13,1,1,HOUHOU281,2,2,33,1050001,42,42,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,150,0
6933,51,145,60,0.5,0,0.32,-81,-0.7,2,0.67,4.3,0.67,0.33,11,2.7,0,31,17,2.7,0,0,0,7,1,1,NYCNAS516,1,1,198,1094834,36,32,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0
6934,57,576,42,2.5,36,0.35,-238,-6.8,6,3.7,30,0,0,122,43,11,137,90,9.7,0,3.7,1,23,2,2,ATLANE678,3,3,402,1024148,26,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,30,0
6935,85,212,50,0.25,0,33,36,-1.9,2.3,4.7,6,0,0,22,0,0,38,8.7,7,0,0,1,34,1,1,DETTOL419,2,2,283,1004128,52,52,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,2,0,0,0,30,0
6936,105,342,90,0,53,0,-92,-2.2,6.7,0.33,17,8,0,48,13,6,92,7,7,0,0,1,29,2,2,LAXALB626,2,2,650,1099322,34,32,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,30,0
6937,124,1648,90,1.2,99,0,110,-24,28,2.3,126,1.7,0,434,93,13,329,324,30,0,15,0,48,1,1,SFRSFR415,11,6,25,1001779,34,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,6,0,5,0,30,0
6938,80,649,47,0.99,100,0,353,66,4.7,2.3,52,4.7,0,279,29,23,119,114,7,0,4.3,0,19,1,1,MILRAC414,2,2,256,1048666,40,38,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,30,0
6939,37,206,35,0,0,0,-22,1.2,1,3.7,25,0,0,52,4.7,4,41,54,4.7,0,0.67,1,28,1,1,HOUHOU281,2,2,654,1012923,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,0
6940,84,871,75,5,0,4.3,-58,3.9,5.3,11,75,1,0,185,127,33,383,57,17,0,1.3,1,39,2,2,MIABON941,2,2,512,1003789,34,36,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,30,0
6941,33,282,45,0,0,0,23,0,1,7.7,7.7,0,0,16,6,6.3,35,14,8.7,0,0,1,12,2,2,NCRFAY910,1,1,366,1062884,32,30,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0
6942,69,882,70,0,44,0,425,51,6,38,23,0,0,43,34,1.3,45,88,44,0,2.3,0,12,1,1,NCRWLM757,1,1,342,1074001,48,44,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0
6943,50,350,45,1.5,3,0,153,-9.3,0.67,1.3,13,1,0,44,2.7,0,79,38,2,0,0,1,23,1,1,MINSTP612,5,3,116,1023504,38,38,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,6,0,0,0,60,0
6944,35,171,45,0,0,0,-26,0,2.7,0,11,0,0.67,53,53,5,38,67,2.7,0,0,1,13,1,1,NNYALB518,1,1,387,1077709,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0
6945,280,2251,118,12,565,1.2,-413,-109,20,1,61,1,0.67,928,102,25,551,149,21,0,36,0,47,1,1,LAXANA714,5,4,294,1097997,56,52,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,9,0,0,0,130,0
6946,34,215,39,0.74,0.25,0,-48,-0.12,5.3,2.3,20,0,0,16,12,3,64,12,7.7,0,2.3,1,13,1,1,NNYPOU914,1,1,377,1068278,50,50,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0
6947,89,61,95,0,0.25,0.16,13,-0.22,1.3,0,26,1,0,11,18,5.7,21,19,1.3,0,0,0,13,5,4,DETROS810,1,1,366,1084431,44,42,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,7,0,0,1,0,0
6948,31,106,30,0,0,0,28,-0.84,4,0,12,0,0,21,0.67,0,32,18,4,0,0.33,1,17,1,1,SFROAK510,1,1,522,1042681,36,36,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0
6949,35,314,40,0,0,0.94,-54,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,1,BOSBOS617,1,1,273,1067775,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6950,55,269,50,0.74,0,1.3,-45,0.54,3,0,0,0,0,32,56,1,131,18,3,0,1,0,47,1,1,NYCSUF516,3,2,837,1001415,44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,0,30,0
6951,65,54,50,0,0,0,-54,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,1,MILMIL414,2,2,109,1063359,48,46,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,6,0,0,0,200,0
6952,8.6,45,8.6,0,0,0,41,11,0,0,1.3,0.67,0,11,3.3,0.67,6.7,0.67,0,0,0,0,11,2,2,INDIND317,1,1,304,1091925,24,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0
6953,34,143,30,1.5,0,0,-6.3,2.7,6.7,1.3,15,0.67,0,28,2,0,48,18,8,0,0,0,11,1,1,NYCNEW973,1,1,328,1077174,34,34,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,9,0,0,1,0,0
6954,17,7,17,0,0,0,3,0,0,0,1.3,0,0,0.13,0,0,4.3,0.67,0,0,0,1,33,2,2,MILMIL414,1,1,1001,1006898,42,36,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,5,0,0,1,0,0
6955,70,308,50,0.74,0,16,130,49,3,0,11,0,0,40,8.7,0,60,11,3,0,0.33,0,23,1,1,APCSIL301,1,1,691,1018899,38,40,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,1,0,0
